asof_timestamp_utc,category,probability,probability_pct
2026-02-02T01:14:46Z,≤4.1%,0.040000000000000036,4.0
2026-02-02T01:14:46Z,4.2%,0.05499999999999994,5.5
2026-02-02T01:14:46Z,4.3%,0.28,28.0
2026-02-02T01:14:46Z,4.4%,0.3,30.0
2026-02-02T01:14:46Z,4.5%,0.22000000000000003,22.0
2026-02-02T01:14:46Z,4.6%,0.06999999999999999,7.0
2026-02-02T01:14:46Z,≥4.7%,0.035,3.5
