asof_timestamp_utc,category,probability,probability_pct
2026-02-07T15:16:48Z,≤4.1%,0.030000000000000027,3.0
2026-02-07T15:16:48Z,4.2%,0.03499999999999992,3.5
2026-02-07T15:16:48Z,4.3%,0.2400000000000001,24.0
2026-02-07T15:16:48Z,4.4%,0.30999999999999994,31.0
2026-02-07T15:16:48Z,4.5%,0.265,26.5
2026-02-07T15:16:48Z,4.6%,0.07999999999999999,8.0
2026-02-07T15:16:48Z,≥4.7%,0.04,4.0
