asof_timestamp_utc,category,probability,probability_pct
2026-01-30T00:00:00Z,≤4.1%,0.040000000000000036,4.0
2026-01-30T00:00:00Z,4.2%,0.03949999999999998,3.95
2026-01-30T00:00:00Z,4.3%,0.1602,16.02
2026-01-30T00:00:00Z,4.4%,0.3242,32.42
2026-01-30T00:00:00Z,4.5%,0.22569999999999998,22.57
2026-01-30T00:00:00Z,4.6%,0.1543,15.43
2026-01-30T00:00:00Z,≥4.7%,0.056100000000000004,5.61
