asof_timestamp_utc,strike,kalshi_yes_price,p_outcome_above_strike
2026-02-07T15:16:48Z,3.8,99.0,0.99
2026-02-07T15:16:48Z,3.9,97.0,0.97
2026-02-07T15:16:48Z,4.0,97.0,0.97
2026-02-07T15:16:48Z,4.1,97.0,0.97
2026-02-07T15:16:48Z,4.2,93.5,0.935
2026-02-07T15:16:48Z,4.3,69.5,0.695
2026-02-07T15:16:48Z,4.4,38.5,0.385
2026-02-07T15:16:48Z,4.5,12.0,0.12
2026-02-07T15:16:48Z,4.6,4.0,0.04
2026-02-07T15:16:48Z,4.7,4.0,0.04
