asof_timestamp_utc,strike,kalshi_yes_price,p_outcome_above_strike
2026-01-30T00:00:00Z,3.8,97.0,0.97
2026-01-30T00:00:00Z,3.9,97.0,0.97
2026-01-30T00:00:00Z,4.0,96.0,0.96
2026-01-30T00:00:00Z,4.1,96.0,0.96
2026-01-30T00:00:00Z,4.2,92.05,0.9205
2026-01-30T00:00:00Z,4.3,76.03,0.7603
2026-01-30T00:00:00Z,4.4,43.61,0.4361
2026-01-30T00:00:00Z,4.5,21.04,0.2104
2026-01-30T00:00:00Z,4.6,5.61,0.056100000000000004
2026-01-30T00:00:00Z,4.7,1.0,0.01
