asof_timestamp_utc,category,probability,probability_pct
2026-01-30T00:00:00Z,≤4.1%,0.05318030387366046,5.318
2026-01-30T00:00:00Z,4.2%,0.044043929371104434,4.4044
2026-01-30T00:00:00Z,4.3%,0.16991696785989402,16.9917
2026-01-30T00:00:00Z,4.4%,0.3270939596641611,32.7094
2026-01-30T00:00:00Z,4.5%,0.2166089258369254,21.6609
2026-01-30T00:00:00Z,4.6%,0.1408626945080126,14.0863
2026-01-30T00:00:00Z,≥4.7%,0.04829321888624211,4.8293
